Date,District,Warehouse_Name,Number_of_Guards,Police_Units
2023-03-27,Мышеостровский,Сметанинковы,5,4
2023-03-27,Краснокотейский,Колбасовы,9,8
2023-03-27,Краснокотейский,Молочковы,9,8
2023-03-27,Краснокотейский,Мятновы,9,8
2023-03-27,Краснокотейский,Сметанинковы,3,1
2023-03-27,Мышесельский,Колбасовы,9,9
2023-03-27,Мышесельский,Молочковы,8,6
2023-03-27,Мышесельский,Мятновы,2,1
2023-03-27,Мышесельский,Сметанинковы,7,5
2023-03-27,Петрокотский,Колбасовы,11,9
2023-03-27,Петрокотский,Молочковы,7,7
2023-03-27,Петрокотский,Мятновы,7,6
2023-03-27,Петрокотский,Сметанинковы,8,7
2023-03-27,Приморский,Колбасовы,9,7
2023-03-27,Приморский,Молочковы,8,6
2023-03-27,Приморский,Мятновы,4,2
2023-03-27,Приморский,Сметанинковы,9,9
2023-03-27,Невский,Колбасовы,10,8
2023-03-27,Невский,Молочковы,1,1
2023-03-27,Невский,Мятновы,5,4
2023-03-27,Невский,Сметанинковы,4,3
2023-03-26,Мышеостровский,Колбасовы,5,3
2023-03-26,Мышеостровский,Молочковы,5,4
2023-03-26,Мышеостровский,Мятновы,6,5
2023-03-26,Мышеостровский,Сметанинковы,5,4
2023-03-26,Краснокотейский,Колбасовы,5,3
2023-03-26,Краснокотейский,Молочковы,6,6
2023-03-26,Краснокотейский,Мятновы,7,7
2023-03-26,Краснокотейский,Сметанинковы,1,1
2023-03-26,Мышесельский,Колбасовы,8,7
2023-03-26,Мышесельский,Молочковы,6,4
2023-03-26,Мышесельский,Мятновы,9,8
2023-03-26,Мышесельский,Сметанинковы,10,9
2023-03-26,Петрокотский,Колбасовы,9,9
2023-03-26,Петрокотский,Молочковы,6,6
2023-03-26,Петрокотский,Мятновы,2,2
2023-03-26,Петрокотский,Сметанинковы,5,4
2023-03-26,Приморский,Колбасовы,7,5
2023-03-26,Приморский,Молочковы,6,4
2023-03-26,Приморский,Мятновы,4,2
2023-03-26,Приморский,Сметанинковы,9,8
2023-03-26,Невский,Колбасовы,2,1
2023-03-26,Невский,Молочковы,3,2
2023-03-26,Невский,Мятновы,7,5
2023-03-26,Невский,Сметанинковы,5,4
2023-03-25,Мышеостровский,Колбасовы,5,4
2023-03-25,Мышеостровский,Молочковы,9,8
2023-03-25,Мышеостровский,Мятновы,5,4
2023-03-25,Мышеостровский,Сметанинковы,3,1
2023-03-25,Краснокотейский,Колбасовы,11,9
2023-03-25,Краснокотейский,Молочковы,7,5
2023-03-25,Краснокотейский,Мятновы,7,7
2023-03-25,Краснокотейский,Сметанинковы,9,9
2023-03-25,Мышесельский,Колбасовы,5,4
2023-03-25,Мышесельский,Молочковы,7,7
2023-03-25,Мышесельский,Мятновы,9,7
2023-03-25,Мышесельский,Сметанинковы,6,5
2023-03-25,Петрокотский,Колбасовы,2,2
2023-03-25,Петрокотский,Молочковы,3,2
2023-03-25,Петрокотский,Мятновы,3,3
2023-03-25,Петрокотский,Сметанинковы,7,5
2023-03-25,Приморский,Колбасовы,5,4
2023-03-25,Приморский,Молочковы,10,8
2023-03-25,Приморский,Мятновы,7,6
2023-03-25,Приморский,Сметанинковы,7,5
2023-03-25,Невский,Колбасовы,3,1
2023-03-25,Невский,Молочковы,6,6
2023-03-25,Невский,Мятновы,4,4
2023-03-25,Невский,Сметанинковы,7,5
2023-03-24,Мышеостровский,Колбасовы,4,3
2023-03-24,Мышеостровский,Молочковы,5,4
2023-03-24,Мышеостровский,Мятновы,5,5
2023-03-24,Мышеостровский,Сметанинковы,5,5
2023-03-24,Краснокотейский,Колбасовы,3,2
2023-03-24,Краснокотейский,Молочковы,6,4
2023-03-24,Краснокотейский,Мятновы,8,8
2023-03-24,Краснокотейский,Сметанинковы,8,6
2023-03-24,Мышесельский,Колбасовы,11,9
2023-03-24,Мышесельский,Молочковы,5,4
2023-03-24,Мышесельский,Мятновы,3,2
2023-03-24,Мышесельский,Сметанинковы,8,8
2023-03-24,Петрокотский,Колбасовы,6,6
2023-03-24,Петрокотский,Молочковы,9,8
2023-03-24,Петрокотский,Мятновы,9,8
2023-03-24,Петрокотский,Сметанинковы,8,7
2023-03-24,Приморский,Колбасовы,3,3
2023-03-24,Приморский,Молочковы,6,4
2023-03-24,Приморский,Мятновы,8,8
2023-03-24,Приморский,Сметанинковы,9,7
2023-03-24,Невский,Колбасовы,9,8
2023-03-24,Невский,Молочковы,10,9
2023-03-24,Невский,Мятновы,6,5
2023-03-24,Невский,Сметанинковы,7,7
2023-03-23,Мышеостровский,Колбасовы,5,3
2023-03-23,Мышеостровский,Молочковы,3,1
2023-03-23,Мышеостровский,Мятновы,4,3
2023-03-23,Мышеостровский,Сметанинковы,7,7
2023-03-23,Краснокотейский,Колбасовы,3,3
2023-03-23,Краснокотейский,Молочковы,9,7
2023-03-23,Краснокотейский,Мятновы,11,9
2023-03-23,Краснокотейский,Сметанинковы,2,1
2023-03-23,Мышесельский,Колбасовы,4,2
2023-03-23,Мышесельский,Молочковы,7,5
2023-03-23,Мышесельский,Мятновы,3,2
2023-03-23,Мышесельский,Сметанинковы,9,8
2023-03-23,Петрокотский,Колбасовы,1,1
2023-03-23,Петрокотский,Молочковы,5,5
2023-03-23,Петрокотский,Мятновы,2,2
2023-03-23,Петрокотский,Сметанинковы,2,1
2023-03-23,Приморский,Колбасовы,9,7
2023-03-23,Приморский,Молочковы,4,4
2023-03-23,Приморский,Мятновы,4,3
2023-03-23,Приморский,Сметанинковы,6,5
2023-03-23,Невский,Колбасовы,1,1
2023-03-23,Невский,Молочковы,1,1
2023-03-23,Невский,Мятновы,8,8
2023-03-23,Невский,Сметанинковы,4,3
2023-03-22,Мышеостровский,Колбасовы,6,6
2023-03-22,Мышеостровский,Молочковы,6,5
2023-03-22,Мышеостровский,Мятновы,11,9
2023-03-22,Мышеостровский,Сметанинковы,1,1
2023-03-22,Краснокотейский,Колбасовы,10,9
2023-03-22,Краснокотейский,Молочковы,9,7
2023-03-22,Краснокотейский,Мятновы,9,8
2023-03-22,Краснокотейский,Сметанинковы,2,2
2023-03-22,Мышесельский,Колбасовы,10,9
2023-03-22,Мышесельский,Молочковы,9,7
2023-03-22,Мышесельский,Мятновы,11,9
2023-03-22,Мышесельский,Сметанинковы,9,7
2023-03-22,Петрокотский,Колбасовы,6,6
2023-03-22,Петрокотский,Молочковы,2,1
2023-03-22,Петрокотский,Мятновы,2,2
2023-03-22,Петрокотский,Сметанинковы,7,7
2023-03-22,Приморский,Колбасовы,7,6
2023-03-22,Приморский,Молочковы,6,4
2023-03-22,Приморский,Мятновы,1,1
2023-03-22,Приморский,Сметанинковы,11,9
2023-03-22,Невский,Колбасовы,3,1
2023-03-22,Невский,Молочковы,1,1
2023-03-22,Невский,Мятновы,3,2
2023-03-22,Невский,Сметанинковы,5,3
2023-03-21,Мышеостровский,Колбасовы,6,6
2023-03-21,Мышеостровский,Молочковы,4,2
2023-03-21,Мышеостровский,Мятновы,3,3
2023-03-21,Мышеостровский,Сметанинковы,7,7
2023-03-21,Краснокотейский,Колбасовы,10,8
2023-03-21,Краснокотейский,Молочковы,8,8
2023-03-21,Краснокотейский,Мятновы,10,9
2023-03-21,Краснокотейский,Сметанинковы,6,4
2023-03-21,Мышесельский,Колбасовы,5,4
2023-03-21,Мышесельский,Молочковы,7,7
2023-03-21,Мышесельский,Мятновы,7,7
2023-03-21,Мышесельский,Сметанинковы,6,5
2023-03-21,Петрокотский,Колбасовы,10,9
2023-03-21,Петрокотский,Молочковы,5,4
2023-03-21,Петрокотский,Мятновы,4,3
2023-03-21,Петрокотский,Сметанинковы,6,5
2023-03-21,Приморский,Колбасовы,3,1
2023-03-21,Приморский,Молочковы,9,9
2023-03-21,Приморский,Мятновы,5,3
2023-03-21,Приморский,Сметанинковы,6,4
2023-03-21,Невский,Колбасовы,2,1
2023-03-21,Невский,Молочковы,4,4
2023-03-21,Невский,Мятновы,8,8
2023-03-21,Невский,Сметанинковы,9,9
2023-03-20,Мышеостровский,Колбасовы,2,2
2023-03-20,Мышеостровский,Молочковы,6,4
2023-03-20,Мышеостровский,Мятновы,6,4
2023-03-20,Мышеостровский,Сметанинковы,4,2
2023-03-20,Краснокотейский,Колбасовы,7,5
2023-03-20,Краснокотейский,Молочковы,10,9
2023-03-20,Краснокотейский,Мятновы,9,8
2023-03-20,Краснокотейский,Сметанинковы,5,4
2023-03-20,Мышесельский,Колбасовы,4,4
2023-03-20,Мышесельский,Молочковы,9,7
2023-03-20,Мышесельский,Мятновы,5,5
2023-03-20,Мышесельский,Сметанинковы,2,2
2023-03-20,Петрокотский,Колбасовы,11,9
2023-03-20,Петрокотский,Молочковы,4,2
2023-03-20,Петрокотский,Мятновы,2,1
2023-03-20,Петрокотский,Сметанинковы,9,8
2023-03-20,Приморский,Колбасовы,11,9
2023-03-20,Приморский,Молочковы,6,5
2023-03-20,Приморский,Мятновы,3,3
2023-03-20,Приморский,Сметанинковы,9,8
2023-03-20,Невский,Колбасовы,1,1
2023-03-20,Невский,Молочковы,9,9
2023-03-20,Невский,Мятновы,5,5
